gene1,gene2,score,chrom1,start1,end1,chrom2,start2,end2
ASGR2-201,ASGR2-202,1320,14,89388957,89402729,20-2,9206293,9218916
mrna_306760,CLEC10A-203,810,14,89424806,89426001,20-2,9243223,9244621
C17orf49-203,mrna_650735,892,14,89480052,89483718,20-2,9301033,9303885
ALOX12-201,ALOX12-202,2970,14,89486304,89497886,20-2,9307727,9319854
ALOX15-201,mrna_650884,719,14,89577277,89586004,20-2,9391333,9395924
mrna_307155,MINK1-203,884,14,89657433,89664482,20-2,9560896,9609133
PLD2-201,PLD2-202,4170,14,89703496,89715499,20-2,9544824,9556887
C14H17orf114-201,C17orf114-201,345,14,89720872,89721785,20-2,9538617,9539295
mrna_307413,CXCL16-201,1030,14,89776379,89789276,20-2,9483587,9487690
MED11-203,MED11-201,552,14,89790072,89791107,20-2,9481682,9483453
ARRB2-201,ARRB2-202,789,14,89808536,89811813,20-2,9464670,9473141
mrna_307482,KIF1C-202,2710,14,89815016,89824250,20-2,9695519,9715697
SCIMP-201,mrna_652287,262,14,89951187,89973006,20-2,9838465,9841606
RABEP1-203,RABEP1-201,3820,14,90015488,90117187,20-2,9756840,10002250
DERL2-203,DERL2-201,1110,14,90206025,90211916,20-2,10073893,10088212
mrna_308023,mrna_652602,549,14,90225630,90225996,20-2,10101445,10101811
mrna_308070,WSCD1-201,849,14,90590161,90592150,20-2,10442967,10474042
mrna_308238,mrna_652961,604,14,90904305,90905282,20-2,10864145,10865042
mrna_308261,TXNDC17-201,568,14,90921542,90923876,20-2,10873133,10876058
mrna_308274,MED31-202,251,14,90925209,90925383,20-2,10877529,10884027
MYBBP1A-203,MYBBP1A-201,5880,14,90961180,90977970,20-2,11082635,11099632
SPNS2-201,SPNS2-202,2470,14,90978422,91014026,20-2,11099495,11135216
mrna_308617,mrna_653452,731,14,91171839,91200737,20-2,11239579,11344686
P2RX1-201,P2RX1-202,1790,14,91459808,91474396,20-2,11638886,11644918
NCBP3-201,NCBP3-202,2790,14,91515528,91541887,20-2,11683785,11713037
P2RX5-202,ITGAE-202,2050,14,91580440,91607017,20-2,11771663,11811556
CTNS-202,CTNS-201,1730,14,91623590,91642207,20-2,11830856,11850986
TRPV3-202,TRPV3-201,3360,14,91700006,91727740,20-2,11912622,11938363
SPATA22-203,SPATA22-201,851,14,91761358,91777876,20-2,11973053,11987849
CLUH-205,CLUH-203,5640,14,92001019,92017266,20-2,12265972,12284646
mrna_309869,METTL16-201,912,14,92182168,92203181,20-2,12447310,12498453
MNT-201,MNT-202,2450,14,92330047,92337738,20-2,12512023,12525087
SGSM2-203,SGSM2-202,4740,14,92346520,92381040,20-2,12532162,12569994
TSR1-202,TSR1-201,3000,14,92382702,92391325,20-2,12569975,12581521
mrna_310361,PRPF8-201,1490,14,92599223,92618164,20-2,13115564,13153437
mrna_310413,MYO1C-201,2420,14,92620542,92630756,20-2,13288381,13312485
CRK-203,CRK-201,1440,14,92645493,92676162,20-2,13319142,13345372
YWHAE-201,YWHAE-202,1210,14,92691270,92737148,20-2,13362559,13407680
RPH3AL-202,RPH3AL-201,1310,14,92818679,92933708,20-2,13487429,13605743
LIAT1-201,mrna_656456,841,14,92974035,92977055,20-2,13645360,13648273
mrna_310683,VPS53-204,1760,14,92990963,93034457,20-2,13700579,13808179
BHLHA9-201,mrna_657117,315,14,93335521,93336187,20-2,14260725,14263102
mrna_311704,mrna_658117,429,14,94182203,94182545,20-2,15115116,15116678
NUFIP2-202,NUFIP2-203,3270,14,94400127,94421937,20-2,15320460,15340907
mrna_311929,MYO18A-204,3730,14,94488483,94542413,20-2,15392088,15486514
PHF12-201,PHF12-202,4320,14,94602891,94621525,20-2,15591364,15631433
FLOT2-203,DHRS13-202,1670,14,94623990,94627829,20-2,15633790,15637786
FLOT2-205,FLOT2-201,1980,14,94628696,94644483,20-2,15638347,15654220
ERAL1-202,ERAL1-201,1870,14,94658829,94663974,20-2,15667646,15672130
mrna_312252,SDF2-201,988,14,94746737,94760199,20-2,15819908,15829474
mrna_312265,BLTP2-201,302,14,94762407,94764860,20-2,15830277,15857410
mrna_312279,SPAG5-202,245,14,94774574,94775309,20-2,15869205,15891020
UNC119-203,UNC119-201,1100,14,94830288,94835197,20-2,15909361,15915289
mrna_312407,POLDIP2-201,1180,14,94871386,94877176,20-2,16049547,16058234
mrna_312452,SEBOX-201,838,14,94893305,94894211,20-2,16038042,16038950
NF1-204,NF1-202,13200,14,95434644,95709609,20-2,16876162,17127006
COPRS-202,COPRS-201,824,14,96020598,96024358,20-2,17493264,17497167
mrna_313528,CRLF3-201,2020,14,96124636,96158927,20-2,17597596,17634811
mrna_313553,mrna_661485,294,14,96136711,96137351,20-2,17613198,17613444
ATAD5-201,ATAD5-203,4540,14,96166476,96208345,20-2,17645527,17680774
RHOT1-206,RHOT1-202,3230,14,96268265,96337603,20-2,17763569,17824089
mrna_314017,C17orf75-201,1850,14,96421486,96433293,20-2,17904435,17918964
mrna_314126,mrna_662153,2310,14,96436974,96457721,20-2,17922762,17968145
PSMD11-201,PSMD11-202,1980,14,96506135,96535124,20-2,17991420,18020093
MYO1D-206,MYO1D-203,4600,14,96784398,96905409,20-2,18267934,18386035
CCL11-201,mrna_662802,255,14,98119353,98121228,20-2,19619638,19621155
mrna_314812,mrna_662780,136,14,98158631,98160295,20-2,19566544,19567972
CCL13-201,mrna_662812,375,14,98174939,98176227,20-2,19633900,19635212
mrna_314832,mrna_662821,394,14,98179452,98182200,20-2,19638025,19722277
mrna_314933,mrna_663647,811,14,98646767,98647592,20-2,20497407,20498305
RFFL-202,RFFL-201,1630,14,98740671,98758306,20-2,20322305,20391820
mrna_315111,mrna_663306,691,14,98813591,98823324,20-2,20299530,20319190
mrna_315166,mrna_663077,1420,14,98871852,98887187,20-2,20164296,20184258
SLFN11-201,mrna_663062,1060,14,98918165,98931048,20-2,20143694,20145161
PEX12-201,mrna_663034,1600,14,98979255,98982160,20-2,20104813,20107053
CCL11-201,mrna_670665,251,14,98119353,98121228,20-2,33399289,33400807
CCL13-201,mrna_670683,378,14,98174939,98176227,20-2,33413878,33415467
mrna_314832,mrna_670701,387,14,98179452,98182200,20-2,33419406,33420914
PEX12-201,mrna_670575,1640,14,98979255,98982160,20-2,33348953,33352648
AP2B1-202,mrna_670409,4430,14,98987631,99116211,20-2,33223068,33348863
MMP28-202,MMP28-201,2380,14,99161180,99187285,20-2,33164655,33185165
CCL16-201,mrna_670218,345,14,99278038,99281231,20-2,33072596,33073493
mrna_315660,mrna_670194,348,14,99344992,99352445,20-2,32994139,33001586
mrna_315692,mrna_670178,351,14,99382849,99384496,20-2,32965219,32966547
mrna_315726,mrna_670165,411,14,99392575,99393936,20-2,32953218,33019053
mrna_315745,mrna_670112,274,14,99423877,99424453,20-2,32921964,32922523
mrna_315753,mrna_670103,277,14,99430932,99435771,20-2,32906729,32909596
HNF1B-202,HNF1B-203,2590,14,99582614,99634437,20-2,32722582,32774219
DDX52-202,DDX52-201,2770,14,99676657,99706251,20-2,32655888,32679310
SYNRG-206,SYNRG-202,6100,14,99715949,99801858,20-2,32561716,32654043
mrna_316411,TADA2A-203,2070,14,99853721,99888828,20-2,32472057,32520643
ACACA-204,ACACA-201,11100,14,99988464,100180695,20-2,32196839,32471465
AATF-205,AATF-201,2540,14,100213969,100304947,20-2,32078722,32179224
GGNBP2-204,GGNBP2-202,3470,14,100578727,100608950,20-2,31728088,31759160
mrna_317369,MYO19-201,1330,14,100620632,100636093,20-2,31684147,31719727
mrna_317532,mrna_668404,7430,14,100793751,100999944,20-2,31405947,31614934
mrna_317650,CA4-201,501,14,101017086,101018277,20-2,31632650,31640411
mrna_317662,PPM1D-202,1140,14,101032950,101070285,20-2,31179901,31228787
BCAS3-202,BCAS3-204,1880,14,101083184,101657458,20-2,30863741,31163581
mrna_318234,mrna_667760,381,14,102014275,102014786,20-2,30232288,30232808
mrna_318247,mrna_667746,272,14,102063434,102063638,20-2,30190960,30191524
MED13-203,MED13-201,10100,14,102186376,102280687,20-2,29985083,30080205
RPS6KB1-203,RPS6KB1-202,2490,14,102459390,102494564,20-2,29795769,29835351
TUBD1-204,TUBD1-203,2100,14,102495660,102516783,20-2,29773540,29795408
VMP1-201,VMP1-202,1880,14,102530362,102634726,20-2,29630915,29761977
CLTC-203,CLTC-204,7850,14,102675599,102736921,20-2,29553612,29615270
DHX40-202,DHX40-201,3410,14,102748391,102799600,20-2,29489793,29543109
SMG8-203,GDPD1-201,1440,14,103025542,103074243,20-2,29210594,29255530
PRR11-201,PRR11-202,1650,14,103096441,103108318,20-2,29165962,29192694
TRIM37-202,TRIM37-201,4390,14,103156372,103308015,20-2,29016903,29133934
mrna_319635,mrna_666336,289,14,103321595,103322310,20-2,28965409,28965855
mrna_319779,TEX14-202,209,14,103596033,103597129,20-2,28649190,28729381
MTMR4-201,MTMR4-202,5150,14,103677805,103695880,20-2,28587319,28623960
MKS1-203,MKS1-201,2490,14,103950337,103968490,20-2,28323250,28334662
VEZF1-202,VEZF1-201,2320,14,104162696,104176012,20-2,28090073,28105804
mrna_320522,AKAP1-201,852,14,104498787,104505019,20-2,27348839,27362083
SCPEP1-202,SCPEP1-203,2010,14,104663913,104705508,20-2,27214106,27261153
TRIM25-202,TRIM25-201,2690,14,104760154,104780332,20-2,27135499,27155423
mrna_320827,NOG-201,1090,14,105073174,105073873,20-2,26851930,26853766
ANKFN1-201,ANKFN1-202,5870,14,105159536,105671855,20-2,26438200,26780807
mrna_320987,mrna_664404,319,14,105938468,105967672,20-2,25967514,25993468
mrna_321104,HLF-201,1380,14,106429574,106455652,20-2,25452229,25502455
COX11-201,mrna_664128,1220,14,106762035,106769612,20-2,25151400,25161529
TOM1L1-201,mrna_664076,2160,14,106771612,106825076,20-2,25092378,25153159
mrna_321690,mrna_670823,199,14,111704507,111705376,20-2,33542975,33543277
NME2-202,mrna_670993,689,14,111891699,111895237,20-2,33676746,33680464
NME1-201,NME1-202,712,14,111898573,111911804,20-2,33685352,33696293
mrna_321856,mrna_671045,379,14,111928527,111928776,20-2,33709871,33710120
SPAG9-205,SPAG9-202,6120,14,112025299,112092458,20-2,33725225,33863290
ABCC3-201,ABCC3-202,6500,14,112333516,112379365,20-2,34099518,34122182
SPATA20-202,SPATA20-201,3510,14,112460539,112470332,20-2,34195411,34203789
MYCBPAP-201,MYCBPAP-203,2900,14,112485148,112504618,20-2,34218823,34237366
ACSF2-202,ACSF2-203,2790,14,112528061,112558562,20-2,34261944,34286917
mrna_323256,CHAD-201,1600,14,112533800,112537821,20-2,34267197,34271361
mrna_323275,LRRC59-201,1250,14,112569310,112580308,20-2,34298109,34310868
TAC4-202,mrna_673142,267,14,112905313,112913522,20-2,34778307,34785665
KAT7-204,KAT7-202,2870,14,112918180,112950520,20-2,34788606,34822211
FAM117A-201,mrna_673292,2090,14,112971856,113015204,20-2,34844821,34886305
UBE2Z-203,UBE2Z-201,1660,14,113570061,113583407,20-2,35507243,35522147
UBE2Z-205,mrna_673792,509,14,113590789,113593609,20-2,35530451,35533203
CBX1-201,mrna_674298,862,14,114304289,114308797,20-2,36248071,36269694
mrna_324557,SP2-201,1060,14,114355779,114369711,20-2,36385366,36411829
NPEPPS-203,NPEPPS-201,4300,14,114536127,114641490,20-2,36651095,36749410
SOCS7-202,SOCS7-201,2960,14,114695927,114732395,20-2,36822715,36850389
ARHGAP23-201,ARHGAP23-202,5260,14,114747683,114816049,20-2,36873129,36946262
mrna_325194,mrna_675365,895,14,114845432,114847801,20-2,36965851,36968109
mrna_325480,mrna_675800,398,14,115224632,115226832,20-2,37436843,37438893
CACNB1-201,CACNB1-202,2040,14,115232304,115250638,20-2,37453158,37463021
RPL19-201,RPL19-202,895,14,115252582,115257612,20-2,37465902,37470085
FBXL20-206,FBXL20-201,2060,14,115306718,115425837,20-2,37514406,37628422
mrna_325867,mrna_676057,357,14,115389317,115389572,20-2,37591169,37591424
CDK12-201,CDK12-202,5800,14,115461490,115511816,20-2,37663127,37715015
MIEN1-201,MIEN1-202,403,14,115575123,115576054,20-2,37873897,37875211
PSMD3-202,PSMD3-201,2410,14,115779263,115793298,20-2,38059585,38073379
CASC3-202,CASC3-201,3230,14,115818930,115839120,20-2,38182132,38203179
MSL1-201,MSL1-202,1670,14,115842589,115850886,20-2,38167750,38179870
SMARCE1-205,mrna_678011,1890,14,116096325,116102283,20-2,38568847,38571687
mrna_327092,mrna_678098,1730,14,116370642,116374133,20-2,38710403,38714091
mrna_327222,KRT13-202,1710,14,116415594,116419951,20-2,38764517,38768732
KRT14-203,KRT14-201,1800,14,116495199,116502366,20-2,38827338,38831800
EIF1-201,mrna_678358,520,14,116600460,116602793,20-2,38924151,38926765
mrna_327554,ACLY-201,621,14,116687832,116702758,20-2,39065527,39106592
CNP-202,ODAD4-204,1920,14,116744599,116750602,20-2,39145968,39152969
STAT3-202,STAT3-201,3550,14,116925560,116958121,20-2,39418039,39481633
EZH1-202,EZH1-201,1280,14,117013121,117038245,20-2,39732131,39764317
PSMC3IP-203,PSMC3IP-201,963,14,117072270,117078131,20-2,39630406,39635596
RETREG3-202,RETREG3-201,2150,14,117079959,117100845,20-2,39636727,39657709
TUBG1-201,TUBG2-201,2080,14,117101127,117105988,20-2,39697583,39702611
BECN1-203,BECN1-201,2160,14,117160973,117171283,20-2,39812588,39823088
mrna_328636,AOC3-201,1020,14,117194280,117199673,20-2,39843590,39850416
mrna_328769,NBR1-203,1340,14,117290075,117307879,20-2,40054543,40080811
mrna_328805,BRCA1-202,7400,14,117307230,117355873,20-2,39991414,40053580
ETV4-202,ETV4-203,2230,14,117413972,117428938,20-2,40252563,40267406
mrna_328940,DHX8-201,1430,14,117431698,117438686,20-2,40221318,40249687
mrna_329005,DUSP3-201,862,14,117596997,117607346,20-2,40440191,40453192
mrna_329082,mrna_681735,979,14,117664549,117670554,20-2,40508198,40513888
mrna_329208,ASB16-201,1020,14,117823286,117836540,20-2,40735216,40743908
mrna_329385,mrna_682840,678,14,118108130,118118789,20-2,41146943,41159232
GJC1-201,GJC1-202,1770,14,118154293,118155487,20-2,41213081,41249305
mrna_329441,mrna_683282,1560,14,118210316,118236492,20-2,41420747,41451691
PLCD3-201,PLCD3-203,3200,14,118241775,118261887,20-2,41456779,41475534
mrna_329698,mrna_683650,429,14,118343248,118344853,20-2,41553760,41556576
RDM1-202,mrna_683879,1060,14,118560028,118565866,20-2,41777701,41786389
mrna_329971,mrna_683963,253,14,118579599,118579776,20-2,41887248,41887425
mrna_330241,mrna_684273,843,14,119116326,119127611,20-2,42249177,42268018
mrna_330299,mrna_684538,1360,14,119214991,119240644,20-2,42543902,42589856
KANSL1-203,KANSL1-201,5100,14,119246020,119401089,20-2,42594967,42735403
MYL4-201,mrna_684767,893,14,119529390,119539924,20-2,42905554,42916194
mrna_330735,mrna_684904,1710,14,119795049,119804764,20-2,43099333,43109754
TLK2-204,TLK2-201,3190,14,119842177,119943728,20-2,43141611,43245610
mrna_330998,mrna_685097,1530,14,119980926,119984211,20-2,43309003,43312873
TANC2-204,TANC2-202,9140,14,120244357,120616083,20-2,43553165,43911363
CYB561-201,CYB561-202,1150,14,120625963,120632777,20-2,43920566,43933406
ACE-201,mrna_685427,1040,14,120660931,120672533,20-2,43959860,43971819
LIMD2-201,mrna_685668,598,14,120771442,120773407,20-2,44127265,44130555
mrna_331738,STRADA-201,1990,14,120778375,120806455,20-2,44132254,44161447
CCDC47-201,CCDC47-203,2240,14,120811757,120831126,20-2,44169643,44184541
mrna_331933,mrna_686166,1870,14,120901952,120907607,20-2,44246699,44251289
mrna_331963,mrna_686225,2470,14,120908542,120918451,20-2,44259590,44261610
mrna_332001,mrna_686241,1260,14,120935174,120939299,20-2,44277363,44281506
mrna_332031,mrna_686287,944,14,120955124,120956437,20-2,44294452,44295645
DDX5-202,mrna_686742,2870,14,121223171,121229423,20-2,44780540,44788483
mrna_332488,C17orf58-201,463,14,121514559,121517053,20-2,45076064,45081278
BPTF-202,BPTF-205,14000,14,121521063,121665941,20-2,45086079,45219548
BPTF-205,BPTF-203,12900,14,121521063,121665648,20-2,45085475,45219141
PITPNC1-202,PITPNC1-201,1460,14,121743704,121879532,20-2,45298164,45556206
PSMD12-203,PSMD12-201,1960,14,122004754,122020663,20-2,45565246,45592852
B3GNTL1-201,mrna_687637,925,14,122118394,122217490,20-2,45858013,45909993
mrna_333335,TBCD-202,1690,14,122298858,122430235,20-2,45914495,46092329
FN3KRP-201,FN3KRP-202,1400,14,122450940,122457798,20-2,46109940,46117819
mrna_333474,RAB40B-201,218,14,122477256,122477418,20-2,46129671,46157272
WDR45B-203,WDR45B-201,1600,14,122484207,122517218,20-2,46161703,46191348
mrna_333864,mrna_688491,786,14,122703028,122704681,20-2,46413314,46415017
mrna_333876,mrna_688470,626,14,122709610,122711212,20-2,46406628,46408242
mrna_333888,TEX19-201,656,14,122736667,122737162,20-2,46385022,46385514
mrna_333910,CCDC57-201,634,14,122789821,122827096,20-2,46525643,46621236
mrna_334152,DCXR-201,495,14,122910749,122912159,20-2,46693790,46695768
mrna_334172,CSNK1D-201,1560,14,122919730,122925793,20-2,46448388,46485523
mrna_334331,CCDC137-201,735,14,122982758,122988193,20-2,46963473,46969206
SLC38A10-206,SLC38A10-203,2910,14,123110498,123139721,20-2,47251990,47294266
BAIAP2-201,BAIAP2-203,1560,14,123216589,123224431,20-2,47400323,47463018
mrna_335117,mrna_691070,1240,14,123676067,123692554,20-2,47950486,47962841
RNF213-203,RNF213-204,20900,14,123697779,123786580,20-2,47966931,48075310
EIF4A3-201,EIF4A3-202,1170,14,123809344,123817620,20-2,48149182,48161929
GAA-202,GAA-201,4260,14,123820441,123843669,20-2,48164328,48188105
mrna_335892,TBC1D16-203,1850,14,123916397,123925244,20-2,48302580,48312241
CBX4-202,CBX4-201,2370,14,124004633,124008998,20-2,48386467,48392634
ENGASE-202,ENGASE-201,3290,14,124566953,124575238,20-2,49031553,49040099
mrna_336169,C1QTNF1-201,1250,14,124587385,124609222,20-2,49051358,49073373
LGALS3BP-202,LGALS3BP-201,2380,14,124640180,124648736,20-2,49100041,49111141
mrna_336296,USP36-202,1080,14,124739650,124756538,20-2,49200567,49215529
mrna_336312,USP36-201,2460,14,124739650,124766754,20-2,49200567,49234085
CYTH1-201,CYTH1-202,1860,14,124785995,124839778,20-2,49245558,49324060
mrna_336722,mrna_693048,506,14,125153492,125159245,20-2,49634919,49636232
mrna_336743,mrna_693075,655,14,125170434,125177444,20-2,49650966,49658162
TMC6-201,TMC6-202,3320,14,125178678,125194076,20-2,49719128,49734441
TMC8-201,TMC8-202,1490,14,125189741,125204650,20-2,49708873,49716464
mrna_336902,TNRC6C-203,5760,14,125235070,125290582,20-2,49739827,49822324
mrna_337067,SEC14L1-202,1100,14,125712684,125758309,20-2,50389311,50441115
mrna_337106,mrna_693883,247,14,125796347,125796821,20-2,50475448,50475895
MFSD11-201,MFSD11-202,1630,14,126045025,126065785,20-2,50710742,50734712
CYGB-201,mrna_694290,874,14,126080346,126089558,20-2,50858132,50868565
QRICH2-201,mrna_694547,2380,14,126135688,126157539,20-2,51056385,51064595
RNF157-201,RNF157-202,2600,14,126183108,126239444,20-2,51087620,51170776
EXOC7-205,EXOC7-202,3230,14,126263761,126281887,20-2,51198666,51216233
mrna_337839,SRP68-201,1640,14,126291760,126311861,20-2,51228535,51260089
ACOX1-202,ACOX1-201,3080,14,126311487,126333207,20-2,51305827,51331079
SAP30BP-202,SAP30BP-203,1420,14,126412611,126446655,20-2,51516121,51549966
mrna_338183,RECQL5-201,1340,14,126492964,126495638,20-2,51550120,51588907
mrna_338224,mrna_696006,1910,14,126495873,126500665,20-2,51588054,51594252
mrna_338251,mrna_696116,2350,14,126506956,126535213,20-2,51602331,51621810
TMEM94-202,TMEM94-201,6200,14,126599040,126623077,20-2,51684919,51719603
mrna_338728,GRB2-202,338,14,126636140,126643315,20-2,51757805,51828986
mrna_338815,ATP5PD-202,716,14,126739458,126744602,20-2,52037899,52042911
ARMC7-201,ARMC7-202,914,14,126804064,126816565,20-2,51972838,51976988
SUMO2-202,mrna_696891,457,14,126843711,126854036,20-2,51927226,51945023
mrna_339022,CD300LF-201,1150,14,126896968,126922405,20-2,52314397,52331196
mrna_339075,mrna_697726,449,14,126980041,126993621,20-2,52390573,52404784
TTYH2-201,TTYH2-202,968,14,127063590,127086358,20-2,52577227,52602041
MTNAP1-201,MTNAP1-203,2530,14,127848509,127861054,20-2,53372054,53383568
COG1-203,COG1-202,4280,14,127886886,127899949,20-2,53401586,53414803
WIPI1-201,WIPI1-204,1620,14,131271181,131299570,20-2,56961826,57000155
AMZ2-201,AMZ2-203,1320,14,131424287,131431345,20-2,57113478,57119911
GNA13-202,GNA13-201,1750,14,131463184,131499487,20-2,57141500,57182859
mrna_340623,RGS9-202,656,14,131527886,131572643,20-2,57232618,57296839
CACNG5-201,CACNG5-202,1260,14,132579440,132585882,20-2,58490106,58496796
HELZ-202,HELZ-201,8700,14,132695381,132831085,20-2,58650529,58801080
